p243752	v729
p252357	v2428
p252209	v2427
p43493	v790
p239947	v2154
p272509	v275
p239992	v2154
p167069	v2061
p268975	v578
p270758	v237
p226919	v1108
p55597	v1016
p209136	v2296
p148928	v1887
p130630	v1729
p97287	v1459
p76934	v1232
p182215	v248
p279633	v2131
p34650	v642
p260437	v2473
p224856	v208
p282915	v1230
p116660	v1622
p56879	v1029
p56842	v1027
p42871	v785
p51230	v920
p156748	v1946
p174152	v188
p27313	v549
p98508	v70
p248189	v2409
p34959	v649
p205483	v777
p91253	v1413
p17150	v403
p97403	v1459
p180852	v227
p230516	v290
p17669	v403
p25623	v511
p274602	v309
p23768	v484
p105232	v188
p124829	v50
p92401	v1415
p187587	v302
p136050	v1766
p269576	v578
p124389	v1697
p194157	v1163
p223713	v2349
p205487	v777
p94103	v1434
p285671	v2531
p147315	v1878
p2208	v43
p262773	v159
p83337	v1323
p46059	v826
p72025	v345
p107389	v1523
p122242	v1683
p70293	v322
p166696	v2058
p273311	v1540
p68042	v1125
p84148	v1326
p43241	v789
p33470	v616
p122977	v1692
p137442	v1778
p107296	v1522
p278927	v1161
p81232	v1294
p48960	v869
p151780	v994
p249230	v2413
p35057	v650
p80907	v1289
p5816	v97
p2970	v52
p183453	v1522
p255798	v1907
p229710	v276
p29442	v188
p83286	v1323
p88783	v1392
p253208	v1874
p54580	v990
p268640	v578
p145669	v951
p86405	v1363
p164103	v2025
p196930	v391
p69104	v277
p24407	v489
p232823	v339
p117594	v20
p192900	v1159
p160707	v1986
p124736	v49
p125865	v1713
p196695	v621
p198423	v2144
p157572	v1960
p61488	v188
p10258	v188
p21485	v462
p254398	v1382
p226658	v227
p70251	v316
p97440	v1459
p83637	v1325
p121518	v739
p161683	v1993
p65568	v1100
p77408	v1232
p160402	v1986
p234475	v2364
p274284	v309
p214212	v1896
p266757	v1511
p128296	v1723
p217933	v2334
p157830	v1966
p260338	v2473
p211767	v1827
p189812	v1153
p115093	v656
p35653	v656
p223890	v2092
p265328	v188
p192362	v2124
p130642	v1729
p73053	v1163
p31552	v281
p192097	v346
p257389	v2446
p127532	v58
p30989	v586
p148776	v1887
p154438	v1924
p156238	v1946
p262967	v2490
p55533	v1016
p18151	v419
p169324	v173
p245494	v2406
p84390	v1329
p13740	v272
p285680	v2531
p201192	v2187
p183347	v2103
p84232	v1326
p20879	v462
p125090	v1703
p115337	v659
p156994	v1950
p6088	v103
p103976	v188
p207921	v2292
p55632	v1016
p115479	v1597
p58981	v1076
p150007	v1890
p118367	v1636
p265471	v188
p207307	v2292
p70548	v1148
p151914	v1907
p165699	v2052
p96021	v26
p22400	v469
p25756	v516
p3120	v53
p145628	v951
p210810	v871
p259118	v2455
p279451	v369
p89000	v1392
p48747	v867
p286592	v2552
p242060	v1295
p264488	v183
p1020	v20
p75168	v1225
p63355	v203
p112929	v1577
p71554	v339
p34545	v642
p232879	v339
p199273	v2164
p170372	v1084
p42729	v784
p264912	v188
p253092	v968
p254147	v2438
p224609	v1096
p104192	v188
p136666	v841
p158679	v1966
p46803	v830
p44771	v805
p80310	v1235
p43611	v792
p212787	v1843
p66717	v234
p202060	v641
p97965	v1459
p2065	v39
p56835	v1027
p104865	v188
p37273	v690
p58105	v1055
p265991	v188
p95182	v1325
p137569	v1779
p27269	v549
p43198	v789
p258962	v2453
p82589	v1312
p1352	v26
p151080	v987
p46645	v829
p14733	v307
p202810	v426
p84860	v1337
p250302	v2389
p116205	v1617
p248551	v810
p140069	v892
p281527	v402
p169344	v173
p153466	v131
p193871	v2128
p247715	v1723
p45836	v819
p84873	v1338
p191362	v343
p278570	v616
p264032	v568
p128565	v1723
p46193	v826
p84493	v1332
p155841	v141
p68407	v1129
p275829	v330
p230839	v2360
p52323	v951
p144285	v1843
p77571	v1232
p124559	v1697
p239085	v1211
p121840	v1678
p82220	v1309
p48855	v867
p42352	v782
p16822	v389
p97633	v1459
p8495	v151
p220108	v2081
p135913	v1766
p106103	v204
p244272	v1690
p63623	v1096
p84314	v1328
p100118	v1486
p4012	v68
p17637	v403
p70654	v1149
p158249	v1966
p245345	v1717
p39976	v737
p220050	v170
p221255	v188
p207728	v2292
p98010	v1459
p24738	v494
p91722	v1415
p258264	v1399
p257136	v2446
p138732	v1798
p166087	v2055
p209688	v2299
p202918	v665
p236150	v2378
p130224	v1728
p145354	v1852
p74461	v1196
p236911	v377
p12616	v227
p108948	v1538
p274421	v309
p118677	v699
p91636	v1415
p267931	v578
p19146	v437
p16107	v346
p32881	v345
p101784	v1497
p78963	v1232
p227542	v239
p91270	v1413
p108505	v281
p77874	v1232
p114103	v1581
p260699	v2473
p174627	v188
p140223	v893
p11402	v188
p270269	v1100
p218705	v2334
p254400	v1382
p259579	v2466
p174217	v188
p131886	v1735
p105854	v203
p55981	v1020
p147859	v1885
p131605	v475
p190546	v342
p259787	v2468
p160824	v1986
p80462	v1245
p92746	v1418
p156039	v1946
p227550	v1520
p102565	v170
p2593	v51
p229337	v1527
p131738	v1733
p201657	v636
p198663	v2153
p131380	v1325
p168394	v564
p51529	v929
p287039	v2564
p86903	v1370
p159775	v1980
p50708	v904
p205423	v463
p161896	v1993
p1320	v25
p233002	v339
p25364	v509
p3432	v58
p133326	v1752
p247192	v1723
p102707	v175
p206330	v1730
p201868	v2225
p252490	v2429
p113928	v1580
p123824	v1695
p110580	v340
p174036	v188
p15408	v336
p176552	v188
p113201	v1579
p241128	v416
p1931	v37
p257231	v2446
p269862	v578
p49893	v887
p140708	v896
p244057	v42
p156979	v1950
p120121	v443
p127420	v790
p84994	v1339
p5595	v92
p69178	v278
p127472	v58
p265217	v188
p213289	v1369
p120651	v1661
p273357	v1540
p267384	v211
p196667	v621
p114910	v653
p20742	v462
p126694	v785
p115804	v1606
p121387	v33
p37906	v700
p138917	v1803
p156331	v1946
p161729	v1993
p27523	v554
p137881	v1784
p195802	v1180
p28103	v161
p121086	v32
p73412	v1173
p149578	v1886
p34685	v643
p237168	v1181
p53158	v968
p159193	v1037
p161325	v1989
p112674	v1572
p149826	v113
p21482	v462
p61120	v188
p156374	v1946
p273324	v1540
p206891	v1730
p61633	v188
p201692	v636
p114396	v647
p259940	v2473
p185249	v278
p131992	v478
p196643	v621
p267968	v578
p213626	v1887
p53355	v972
p270443	v227
p240853	v2275
p159134	v1966
p249698	v1441
p43701	v793
p101594	v1495
p218394	v2334
p266805	v204
p159436	v1065
p13557	v262
p158905	v1966
p30888	v584
p212923	v1847
p43246	v789
p256934	v2446
p251692	v2421
p79006	v1233
p232722	v339
p28800	v177
p62388	v188
p143769	v1843
p151482	v1898
p17431	v403
p169685	v566
p209711	v2300
p89143	v1392
p16609	v373
p56243	v1024
p176607	v188
p14258	v294
p91618	v1415
p88895	v1392
p189825	v605
p279939	v380
p259448	v2465
p36645	v674
p226180	v220
p237027	v2383
p140049	v892
p107116	v256
p138864	v1800
p124460	v1697
p256284	v130
p134420	v1759
p208004	v2292
p263069	v170
p207222	v1324
p25626	v511
p26950	v541
p79314	v1234
p90459	v1408
p88564	v1392
p285016	v2529
p195135	v373
p66986	v238
p119141	v714
p8947	v170
p128209	v1723
p288477	v2205
p102304	v166
p9218	v173
p3008	v52
p269875	v578
p20951	v462
p192496	v348
p99327	v118
p94581	v1323
p97165	v1458
p267213	v206
p210095	v2307
p251065	v2418
p36808	v679
p130327	v1728
p252460	v2429
p153961	v1922
p196379	v384
p171353	v2085
p137995	v1785
p85185	v1342
p50532	v897
p201377	v2199
p61071	v188
p286773	v2557
p272232	v2509
p95918	v1451
p132223	v1738
p230741	v1140
p276049	v2362
p38426	v708
p152593	v1907
p196159	v1558
p136821	v489
p158078	v1966
p129725	v473
p153500	v1916
p82480	v1309
p269529	v578
p197107	v629
p192406	v2124
p222011	v188
p280402	v2135
p80583	v1286
p63808	v1096
p20751	v462
p54887	v1002
p103128	v1506
p264008	v2084
p194854	v1178
p272692	v282
p101079	v1493
p93044	v1421
p148105	v1886
p223041	v192
p115964	v14
p85289	v73
p40414	v747
p111559	v1556
p267058	v1096
p163122	v2014
p100673	v1490
p28900	v188
p97879	v1459
p242687	v2398
p59579	v169
p195522	v2132
p113664	v1580
p272398	v2510
p100410	v1488
p211203	v886
p126457	v784
p225615	v580
p2688	v52
p235265	v2125
p246057	v1434
p111046	v1548
p141200	v503
p44403	v801
p287591	v2582
p275807	v330
p34203	v634
p212378	v1843
p206249	v1730
p236110	v2378
p266207	v2501
p76493	v1232
p271480	v260
p30509	v578
p162313	v2003
p268475	v578
p100489	v1488
p201568	v2205
p79693	v1234
p180873	v227
p120615	v1660
p107966	v1528
p230326	v1135
p119871	v719
p270841	v1520
p40794	v754
p132360	v1741
p199137	v557
p252402	v952
p221214	v188
p84134	v1326
p66246	v1109
p102709	v175
p176352	v188
p266493	v200
p27161	v545
p280613	v2136
p273102	v2116
p145023	v1849
p156304	v1946
p106876	v248
p71209	v339
p32873	v345
p282233	v632
p219344	v807
p116029	v1613
p57482	v1048
p279843	v1183
p125214	v52
p20772	v462
p40378	v746
p6693	v109
p173600	v188
p266585	v203
p264673	v570
p54132	v986
p284471	v2529
p271069	v248
p155311	v1937
p256450	v1387
p191489	v345
p230428	v288
p166262	v2056
p113706	v1580
p209820	v2303
p252542	v957
p208471	v2294
p34100	v632
p105597	v193
p118358	v1636
p141026	v1825
p250516	v2415
p43490	v790
p246873	v1723
p192160	v1548
p112171	v632
p232129	v1544
p216291	v1986
p100839	v1491
p263864	v178
p241348	v2392
p258917	v2453
p16405	v365
p150966	v1896
p70740	v1149
p120127	v443
p285842	v2531
p168571	v161
p53665	v979
p29768	v203
p91207	v1413
p105753	v573
p79885	v1234
p232662	v339
p267777	v578
p275534	v2514
p227038	v1110
p211539	v502
p136970	v490
p11073	v188
p212173	v1843
p69992	v1143
p35169	v650
p276591	v339
p157583	v1960
p185127	v277
p53987	v985
p252157	v91
p83116	v1320
p141023	v1825
p64313	v1096
p202583	v2277
p276697	v339
p190390	v2122
p287245	v2572
p212827	v2319
p162977	v2013
p141688	v87
p80853	v1288
p59096	v1077
p102537	v170
p106311	v1514
p9279	v177
p179040	v1096
p81105	v1291
p83450	v1324
p23720	v483
p69600	v1137
p168488	v160
p108072	v1130
p196119	v1183
p243046	v2335
p186194	v597
p197247	v1194
p188512	v2120
p243466	v1645
p192093	v346
p152802	v1907
p133668	v1752
p134359	v1758
p214384	v1896
p37638	v696
p195022	v372
p188654	v317
p258910	v2453
p178466	v201
p214930	v1014
p30327	v578
p5188	v88
p205494	v777
p33007	v345
p261632	v2474
p198062	v2141
p81025	v1290
p53399	v972
p230460	v2115
p51387	v922
p248956	v820
p88472	v1392
p32836	v345
p285353	v2531
p272849	v2114
p158615	v1966
p242208	v423
p46512	v829
p237831	v621
p217290	v1986
p70650	v1149
p82814	v1315
p113570	v643
p74908	v1217
p247694	v1723
p35781	v658
p145961	v527
p242664	v2398
p180284	v215
p215254	v1020
p109006	v1538
p83331	v1323
p247322	v1723
p10180	v188
p220200	v566
p32336	v317
p44341	v798
p79617	v1234
p51174	v919
p125343	v52
p180080	v1098
p89706	v1399
p79745	v1234
p224358	v1096
p76042	v1232
p227431	v236
p262885	v162
p55560	v1016
p17206	v403
p184322	v271
p122669	v1687
p3065	v52
p145433	v1854
p167175	v2062
p72519	v1161
p278008	v615
p199189	v2162
p97737	v1459
p211516	v2315
p46713	v829
p41370	v769
p267138	v1096
p104268	v188
p38442	v709
p196505	v388
p42480	v783
p182285	v248
p222839	v188
p94982	v1438
p15185	v325
p27268	v549
p158607	v1966
p10806	v188
p239209	v1221
p186249	v285
p116657	v1622
p233091	v339
p272977	v1538
p228584	v587
p125663	v1708
p278727	v616
p14692	v306
p225028	v210
p243260	v1640
p32573	v605
p84387	v1329
p70929	v336
p139096	v1808
p156952	v1949
p177101	v199
p212700	v1843
p1555	v29
p5230	v89
p43144	v788
p153088	v1911
p254981	v1907
p205134	v2286
p134886	v831
p220121	v2081
p61492	v188
p7998	v135
p146075	v1863
p211117	v887
p186743	v288
p78318	v1232
p48267	v860
p145747	v97
p87296	v1376
p226610	v227
p248095	v1727
p241368	v2392
p37542	v690
p153431	v131
p37470	v690
p221494	v188
p95484	v1441
p221839	v188
p72504	v1161
p40360	v746
p214611	v1896
p74985	v1222
p127176	v787
p235270	v2125
p101517	v1495
p48312	v861
p41896	v775
p5187	v88
p180024	v212
p3060	v52
p47173	v834
p114112	v1581
p266532	v2349
p74043	v1183
p220024	v170
p110363	v334
p178610	v201
p68978	v1133
p212637	v1843
p187794	v305
p276708	v339
p4049	v69
p249913	v2357
p134710	v1760
p56713	v1026
p3256	v57
p123586	v1693
p127114	v1718
p139243	v1810
p237614	v2387
p273185	v2512
p238430	v627
p51801	v936
p26748	v535
p227094	v231
p52931	v965
p59672	v170
p153224	v1914
p55702	v1016
p32828	v345
p116003	v1613
p247621	v1723
p29726	v203
p97615	v1459
p137658	v1781
p196867	v391
p63472	v1096
p169529	v566
p155595	v1484
p262377	v2480
p46687	v829
p197657	v1564
p142353	v1834
p238526	v1190
p32663	v340
p285299	v2529
p250700	v1800
p230539	v290
p247951	v802
p266464	v1092
p99218	v1475
p66948	v237
p84576	v1333
p109668	v302
p209590	v2298
p129560	v1726
p261415	v2474
p236480	v1163
p23232	v479
p153067	v1911
p176243	v188
p242921	v684
p83084	v1320
p269086	v578
p113763	v1580
p250565	v2415
p129471	v1726
p19867	v455
p232941	v339
p42046	v779
p156544	v1946
p250131	v857
p147362	v1881
p224144	v203
p63419	v1096
p269440	v578
p20738	v462
p227685	v243
p73334	v1173
p172623	v187
p219052	v2334
p153478	v1916
p76374	v1232
p27740	v561
p8179	v141
p31911	v290
p101620	v1495
p56701	v1025
p200644	v2177
p216482	v1986
p39796	v731
p4449	v78
p4656	v84
p136231	v1766
p153044	v1911
p273806	v602
p89712	v1399
p106328	v1514
p37880	v700
p133065	v1751
p249253	v2413
p287564	v2582
p184758	v1530
p43574	v791
p261183	v2474
p262532	v2484
p139719	v1817
p18284	v423
p287611	v2583
p178192	v1093
p244453	v1692
p254216	v113
p232175	v332
p121144	v736
p59726	v173
p167329	v2070
p108025	v1529
p165852	v2054
p237395	v2385
p129372	v1726
p276207	v332
p30245	v578
p179449	v208
p268096	v578
p20796	v462
p221450	v188
p30175	v578
p191296	v343
p215306	v1020
p240715	v2389
p244149	v756
p41084	v759
p167033	v2061
p128577	v1723
p196538	v390
p269669	v578
p249260	v2413
p101588	v1495
p360	v16
p121055	v32
p44034	v797
p85302	v73
p214740	v997
p107876	v1526
p222690	v188
p46224	v826
p133753	v1752
p167271	v2068
p161157	v1986
p46147	v826
p4157	v70
p285244	v2529
p50130	v890
p23979	v486
p200760	v2177
p201364	v2198
p951	v20
p241492	v2393
p109144	v290
p119095	v714
p27926	v561
p136292	v1766
p55354	v1014
p108678	v285
p64710	v1096
p278383	v616
p184504	v1528
p136041	v1766
p30417	v578
p189283	v1149
p150102	v538
p74540	v1198
p32643	v606
p93917	v1433
p214520	v1896
p46362	v828
p174575	v188
p10807	v188
p238715	v1194
p43720	v793
p179207	v1096
p286454	v2548
p100669	v1490
p60172	v1084
p279156	v1161
p92585	v1417
p137237	v1776
p236287	v2379
p154036	v1922
p182155	v246
p60925	v188
p156998	v1950
p80516	v1249
p175570	v188
p17081	v400
p246583	v2345
p63715	v1096
p10598	v188
p112632	v1570
p96066	v1455
p17641	v403
p285701	v2531
p142761	v515
p205748	v795
p24060	v486
p246083	v1434
p5466	v90
p216425	v1986
p275907	v330
p178910	v1096
p50969	v915
p135154	v483
p84520	v1333
p33380	v616
p241374	v2392
p11382	v188
p272	v14
p268798	v578
p88629	v1392
p59736	v176
p26105	v519
p139659	v1816
p170469	v1084
p120086	v442
p21767	v462
p173492	v188
p215472	v2326
p178662	v203
p246822	v1723
p198550	v2149
p250735	v1800
p188415	v2120
p180781	v2099
p38494	v710
p57715	v1050
p253356	v1874
p118558	v435
p51315	v920
p104369	v188
p286767	v2557
p152591	v1907
p162754	v2010
p268914	v578
p18136	v419
p237420	v2385
p39132	v719
p53867	v985
p220771	v181
p57745	v1050
p218045	v2334
p181014	v228
p153822	v1922
p21345	v462
p179587	v210
p167761	v2078
p252824	v2430
p250340	v2414
p256403	v1387
p173929	v188
p182625	v249
p135647	v68
p251909	v2422
p97072	v1458
p225847	v220
p208916	v2296
p56898	v1030
p97032	v1458
p238755	v1196
p98811	v1468
p261302	v2474
p90286	v1405
p32014	v599
p152709	v1907
p106971	v255
p32629	v606
p131125	v1325
p287418	v2577
p120062	v442
p75645	v1231
p57484	v1048
p287486	v2579
p214106	v1896
p30464	v578
p160167	v1986
p265938	v188
p212802	v1843
p48913	v868
p50310	v894
p129180	v1725
p12289	v215
p285723	v2531
p259227	v2458
p81239	v1294
p142490	v513
p185875	v1134
p39719	v730
p128466	v1723
p159489	v1074
p36559	v674
p284771	v2529
p64304	v1096
p146143	v962
p170220	v1084
p117190	v19
p120097	v442
p130752	v1325
p252351	v2428
p32176	v602
p96883	v53
p1709	v32
p137182	v1776
p11877	v203
p114705	v652
p246114	v1434
p91651	v1415
p240873	v2275
p218370	v2334
p35628	v655
p148661	v1887
p217389	v1986
p210580	v871
p99686	v1484
p49854	v886
p74915	v1217
p62769	v193
p284200	v2529
p73073	v1163
p47768	v848
p73715	v1180
p169662	v566
p12024	v206
p49730	v884
p102730	v175
p151465	v1897
p277763	v2518
p66098	v1105
p173269	v188
p263528	v566
p41948	v777
p259854	v2470
p125809	v780
p128021	v798
p29594	v188
p147849	v1885
p133656	v1752
p170750	v177
p240300	v2183
p186434	v2114
p262936	v2490
p117745	v1626
p156701	v1946
p144002	v1843
p45861	v819
p61188	v188
p129359	v1726
p198478	v2146
p28861	v570
p264429	v1085
p58274	v1060
p90763	v1411
p13079	v248
p96343	v47
p21957	v466
p258614	v2009
p249694	v1441
p12003	v206
p84181	v1326
p134410	v1759
p54424	v987
p101232	v1494
p75896	v1231
p55167	v1009
p34220	v635
p201832	v2228
p29504	v188
p80082	v1234
p3185	v55
p181442	v234
p27782	v561
p191788	v345
p160526	v1986
p26867	v538
p276736	v339
p175081	v188
p202089	v2274
p147517	v1883
p85238	v1342
p203016	v681
p255851	v1479
p231578	v2361
p74568	v1199
p23746	v483
p185664	v282
p217655	v2333
p146725	v1874
p251516	v917
p223842	v2349
p219573	v155
p106766	v242
p224226	v1096
p240363	v2187
p129727	v473
p250897	v2417
p27511	v554
p255139	v1907
p267433	v2351
p263151	v170
p229645	v1133
p232451	v339
p24681	v493
p30958	v585
p24127	v486
p38369	v708
p189757	v1153
p92647	v1418
p213553	v1887
p6427	v106
p254959	v1907
p196672	v621
p178311	v2092
p88678	v1392
p15794	v345
p48592	v866
p210805	v871
p233673	v340
p177800	v199
p30229	v578
p287676	v2585
p87302	v1376
p178417	v201
p108047	v1529
p201464	v2190
p171301	v1506
p237188	v378
p73399	v1173
p126731	v785
p235092	v351
p254172	v2438
p279830	v378
p273328	v1540
p142522	v924
p285325	v2529
p60230	v1084
p166646	v2056
p195320	v374
p218609	v2334
p102082	v1501
p164159	v2028
p916	v20
p116008	v1613
p103065	v1505
p257796	v1060
p3760	v65
p247816	v1723
p122751	v759
p145794	v97
p184647	v1529
p83570	v1324
p223008	v188
p268897	v578
p185923	v283
p154921	v1931
p117315	v19
p1316	v25
p115811	v1608
p73197	v1163
p220023	v170
p198082	v2141
p85650	v1346
p218871	v2334
p276807	v340
p262601	v2484
p274591	v309
p6302	v104
p48218	v860
p197490	v1204
p12417	v223
p193644	v1161
p213867	v2322
p163996	v2022
p105435	v188
p120770	v1663
p283274	v557
p58281	v1060
p136202	v1766
p234675	v1547
p244087	v42
p46447	v829
p267708	v578
p287652	v2584
p158747	v1966
p129141	v1723
p51439	v925
p142372	v1834
p242542	v667
p30142	v578
p6943	v113
p270893	v242
p86535	v1365
p216621	v1986
p39528	v724
p286651	v2554
p18024	v416
p123282	v1693
p59641	v170
p149305	v1886
p188657	v317
p28085	v159
p97004	v1458
p261727	v2474
p52200	v946
p146662	v1874
p208000	v2292
p22157	v468
p66405	v1110
p7660	v129
p203654	v1309
p239543	v1571
p71128	v339
p26558	v530
p112934	v1577
p236453	v1551
p118682	v699
p209962	v2306
p69740	v299
p263549	v566
p65098	v212
p204544	v2282
p131098	v1325
p249135	v2413
p4810	v87
p154802	v548
p102212	v159
p5701	v95
p62345	v188
p97269	v1459
p186644	v2114
p18147	v419
p202372	v662
p46352	v827
p150531	v1896
p29375	v188
p196905	v391
p271724	v2507
p261399	v2474
p274804	v2119
p106071	v1511
p154257	v545
p9649	v183
p102621	v171
p129878	v1727
p80712	v1287
p248512	v2410
p163094	v2014
p123780	v1694
p17653	v403
p98360	v1463
p83785	v1325
p27144	v544
p225015	v210
p220635	v177
p8738	v161
p49806	v886
p65213	v1098
p1439	v27
p77768	v1232
p13027	v245
p62512	v1088
p147793	v1885
p208218	v2292
p41717	v462
p115223	v1594
p93391	v1429
p146362	v1870
p32157	v602
p178556	v201
p287765	v2588
p130041	v1728
p48852	v867
p81969	v1304
p191553	v345
p239065	v1210
p258598	v2009
p110679	v340
p53635	v979
p83275	v1322
p86024	v1351
p20393	v459
p246643	v2408
p98328	v1463
p186090	v283
p287276	v2573
p26199	v522
p270144	v579
p288240	v2614
p176429	v188
p167809	v2078
p237586	v2386
p82033	v1305
p139368	v1811
p138046	v861
p177109	v199
p36065	v665
p254318	v118
p142329	v1835
p51740	v933
p162845	v2010
p116674	v1622
p96358	v47
p15317	v332
p168298	v2078
p274611	v309
p280238	v2385
p154740	v1928
p66434	v232
p196668	v621
p197271	v1196
p268084	v578
p14536	v302
p99456	v1478
p73005	v1163
p128817	v1723
p209406	v1439
p50219	v892
p222238	v188
p204038	v1309
p103123	v1506
p26323	v524
p182677	v250
p31452	v595
p106310	v1514
p165639	v2051
p134349	v1757
p96984	v1458
p270923	v243
p91694	v1415
p53552	v976
p228983	v267
p242525	v667
p28237	v168
p40871	v756
p270007	v578
p232621	v339
p283139	v2141
p183663	v1524
p7726	v131
p29384	v188
p130314	v1728
p158646	v1966
p157535	v1960
p251706	v2421
p265145	v188
p227220	v1111
p101368	v1495
p16250	v355
p13711	v271
p11787	v201
p203986	v1309
p138225	v864
p287206	v2571
p120983	v31
p78174	v1232
p14224	v292
p14401	v300
p70372	v326
p277935	v615
p286907	v2560
p65522	v1100
p272514	v275
p91353	v1413
p9230	v173
p195941	v1181
p282406	v632
p1159	v22
p36743	v677
p103584	v188
p18318	v423
p82888	v1317
p12311	v216
p209235	v2296
p77320	v1232
p230229	v285
p11131	v188
p23187	v479
p252672	v1473
p220353	v566
p275995	v2362
p112342	v1195
p30292	v578
p36953	v685
p225719	v216
p255963	v1000
p168969	v2081
p77673	v1232
p67894	v1119
p89904	v1401
p93566	v1429
p109054	v1136
p156426	v1946
p40912	v757
p193284	v615
p20294	v459
p19456	v445
p285108	v2529
p60264	v1084
p34493	v641
p280182	v2520
p97417	v1459
p268630	v578
p57489	v1048
p54934	v1002
p249706	v1441
p24419	v490
p147141	v1877
p66981	v238
p239906	v2150
p6549	v108
p261306	v2474
p282400	v632
p87042	v1373
p70498	v1148
p6421	v106
p34765	v644
p271690	v263
p225500	v1517
p118138	v1630
p65603	v221
p97786	v1459
p156153	v1946
p187790	v305
p126408	v784
p257528	v1044
p74478	v1196
p206771	v1730
p90804	v1411
p195240	v373
p197862	v2139
p181367	v232
p279284	v1161
p174812	v188
p200155	v2172
p225340	v1515
p40271	v744
p94167	v1434
p53223	v970
p7698	v130
p188544	v2120
p246861	v1723
p225036	v210
p160118	v1986
